conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_tweet,stemmed,created_at_parsed
1991291054956638640,Wed Nov 19 23:42:38 +0000 2025,0,Babinsa Koramil 1421-01 Pantau Dapur Sehat Makan Bergizi Gratis di Tondong Tallasa Serda Anwar Tiwi (Babinsa Desa Tondongkura) dari Koramil 1421-01/Balocci melaksanakan pemantauan penyiapan Dapur Sehat Makan Bergizi Gratis (MBG) yang diselenggarakan oleh Yayasan Darul Barokah. https://t.co/RBK5FTy2pt,1991291054956638640,https://pbs.twimg.com/media/G6J8qBebUAANdC7.jpg,,in,,0,0,0,https://x.com/undefined/status/1991291054956638640,1232105342172987392,unknown,babinsa koramil 142101 pantau dapur sehat makan bergizi gratis di tondong tallasa serda anwar tiwi babinsa desa tondongkura dari koramil 142101balocci melaksanakan pemantauan penyiapan dapur sehat makan bergizi gratis mbg yang diselenggarakan oleh yayasan darul barokah,babinsa koramil 142101 pantau dapur sehat makan gizi gratis di tondong tallasa serda anwar tiwi babinsa desa tondongkura dari koramil 142101balocci laksana pantau siap dapur sehat makan gizi gratis mbg yang selenggara oleh yayasan darul barokah,2025-11-19 23:42:38+00:00
1991288574101319915,Wed Nov 19 23:33:20 +0000 2025,0,Dengan tema Makan Bergizi Gratis: Implementasi dan Efektivitas dalam Menangani Masalah Gizi di Indonesia forum ini membahas latar belakang masalah gizi dampak serta tantangan implementasi MBG di berbagai daerah.,1991288715516539209,,FormaziFKM_UH,in,,0,1,0,https://x.com/undefined/status/1991288715516539209,1780441781152387072,unknown,dengan tema makan bergizi gratis implementasi dan efektivitas dalam menangani masalah gizi di indonesia forum ini membahas latar belakang masalah gizi dampak serta tantangan implementasi mbg di berbagai daerah,dengan tema makan gizi gratis implementasi dan efektivitas dalam tangan masalah gizi di indonesia forum ini bahas latar belakang masalah gizi dampak serta tantang implementasi mbg di bagai daerah,2025-11-19 23:33:20+00:00
1991288574101319915,Wed Nov 19 23:32:47 +0000 2025,1,[Forum Kolaborasi Kajian Isu Gizi (FOKUZ) ] FORMAZI FKM Unhas Periode 2024 2025 telah melaksanakan program FOKUZ sebuah forum kajian dan diskusi terkait pelaksanaan Makan Bergizi Gratis (MBG) yang menyasar 3B serta siswa TK SMA. https://t.co/q237wrnpCE,1991288574101319915,https://pbs.twimg.com/media/G6J6ZuJacAAP4s9.jpg,,in,,0,1,0,https://x.com/undefined/status/1991288574101319915,1780441781152387072,unknown,forum kolaborasi kajian isu gizi fokuz  formazi fkm unhas periode 2024 2025 telah melaksanakan program fokuz sebuah forum kajian dan diskusi terkait pelaksanaan makan bergizi gratis mbg yang menyasar 3b serta siswa tk sma,forum kolaborasi kaji isu gizi fokuz formazi fkm unhas periode 2024 2025 telah laksana program fokuz buah forum kaji dan diskusi kait laksana makan gizi gratis mbg yang sasar 3b serta siswa tk sma,2025-11-19 23:32:47+00:00
1991287259665256878,Wed Nov 19 23:27:33 +0000 2025,0,Camat Cileunyi didampingi Kasi Sosial Budaya dan Kanit Trantibum menghadiri Sinkronisasi dan Pemetaan Data Penerima Manfaat Program Makan Bergizi Gratis (MBG) SPPG se-Kecamatan Cileunyi. Rabu 19 November 2025 https://t.co/vzThcGrn5h,1991287259665256878,https://pbs.twimg.com/media/G6J5K2PacAAfSFL.jpg,,in,,0,0,0,https://x.com/undefined/status/1991287259665256878,1836579653508853760,unknown,camat cileunyi didampingi kasi sosial budaya dan kanit trantibum menghadiri sinkronisasi dan pemetaan data penerima manfaat program makan bergizi gratis mbg sppg sekecamatan cileunyi rabu 19 november 2025,camat cileunyi damping kasi sosial budaya dan kanit trantibum hadir sinkronisasi dan meta data terima manfaat program makan gizi gratis mbg sppg camat cileunyi rabu 19 november 2025,2025-11-19 23:27:33+00:00
1991103555386937745,Wed Nov 19 21:05:21 +0000 2025,1,@T4atak @SIstiatuti @kompascom Iya tapi jadi mubazir uang rakyat Indonesia klo siswa yg mampu secara ekonomi orang tuanya bisa memberikan makan bergizi gratis secara mandiri dapet juga MBG.,1991251474261684409,,T4atak,in,,0,1,0,https://x.com/undefined/status/1991251474261684409,1846749067864625153,unknown,iya tapi jadi mubazir uang rakyat indonesia klo siswa yg mampu secara ekonomi orang tuanya bisa memberikan makan bergizi gratis secara mandiri dapet juga mbg,iya tapi jadi mubazir uang rakyat indonesia klo siswa yg mampu cara ekonomi orang tua bisa beri makan gizi gratis cara mandiri dapet juga mbg,2025-11-19 21:05:21+00:00
1991204866702884946,Wed Nov 19 18:00:09 +0000 2025,1,Prabowo Tegaskan MBG Harus Tanpa Penyimpangan Prabowo kembali menegaskan bahwa program Makan Bergizi Gratis harus berjalan tanpa sedikit pun penyimpangan. #mbg #makanbergizigratis #prabowo #tanpapenyimpangan #uangrakyat #gizianak #programprioritas #keamananmakanan https://t.co/WidFJKKtbT,1991204866702884946,https://pbs.twimg.com/amplify_video_thumb/1991204561781157888/img/Qia6JBhC3eirMVWV.jpg,,in,,0,1,0,https://x.com/undefined/status/1991204866702884946,1765665336152739840,unknown,prabowo tegaskan mbg harus tanpa penyimpangan prabowo kembali menegaskan bahwa program makan bergizi gratis harus berjalan tanpa sedikit pun penyimpangan,prabowo tegas mbg harus tanpa simpang prabowo kembali tegas bahwa program makan gizi gratis harus jalan tanpa sedikit pun simpang,2025-11-19 18:00:09+00:00
1991204860935741934,Wed Nov 19 18:00:08 +0000 2025,1,Prabowo Tegaskan MBG Harus Tanpa Penyimpangan Prabowo kembali menegaskan bahwa program Makan Bergizi Gratis harus berjalan tanpa sedikit pun penyimpangan. #mbg #makanbergizigratis #prabowo #tanpapenyimpangan #uangrakyat #gizianak #programprioritas #keamananmakanan https://t.co/szxhS0Atdx,1991204860935741934,https://pbs.twimg.com/amplify_video_thumb/1991204552780214272/img/LVrATkm3A9jrjbzu.jpg,,in,,0,1,0,https://x.com/undefined/status/1991204860935741934,1609994497555062785,unknown,prabowo tegaskan mbg harus tanpa penyimpangan prabowo kembali menegaskan bahwa program makan bergizi gratis harus berjalan tanpa sedikit pun penyimpangan,prabowo tegas mbg harus tanpa simpang prabowo kembali tegas bahwa program makan gizi gratis harus jalan tanpa sedikit pun simpang,2025-11-19 18:00:08+00:00
1991204247992693010,Wed Nov 19 17:57:42 +0000 2025,1,Program Makan Bergizi Gratis (MBG) kembali menjadi perhatian dunia. Media Jepang Yomiuri Shimbun menyoroti bagaimana MBG tidak hanya meningkatkan gizi anak #mbg #makanbergizigratis #gizianak #panganlokal #umkmindonesia #pemberdayaanlokal #sorotaninternasional #yomiurishimbun https://t.co/YtDyHiZuze,1991204247992693010,https://pbs.twimg.com/amplify_video_thumb/1991204066408689665/img/HtESvO1kX2n8rXR1.jpg,,in,,0,1,0,https://x.com/undefined/status/1991204247992693010,1765665336152739840,unknown,program makan bergizi gratis mbg kembali menjadi perhatian dunia media jepang yomiuri shimbun menyoroti bagaimana mbg tidak hanya meningkatkan gizi anak,program makan gizi gratis mbg kembali jadi perhati dunia media jepang yomiuri shimbun sorot bagaimana mbg tidak hanya tingkat gizi anak,2025-11-19 17:57:42+00:00
1991204243890708801,Wed Nov 19 17:57:41 +0000 2025,1,Program Makan Bergizi Gratis (MBG) kembali menjadi perhatian dunia. Media Jepang Yomiuri Shimbun menyoroti bagaimana MBG tidak hanya meningkatkan gizi anak #mbg #makanbergizigratis #gizianak #panganlokal #umkmindonesia #pemberdayaanlokal #sorotaninternasional #yomiurishimbun https://t.co/WVcgolbwsK,1991204243890708801,https://pbs.twimg.com/amplify_video_thumb/1991204053779640321/img/eLIfTsWJAkGIQx_U.jpg,,in,,0,1,0,https://x.com/undefined/status/1991204243890708801,1609994497555062785,unknown,program makan bergizi gratis mbg kembali menjadi perhatian dunia media jepang yomiuri shimbun menyoroti bagaimana mbg tidak hanya meningkatkan gizi anak,program makan gizi gratis mbg kembali jadi perhati dunia media jepang yomiuri shimbun sorot bagaimana mbg tidak hanya tingkat gizi anak,2025-11-19 17:57:41+00:00
1991136417531961470,Wed Nov 19 13:28:10 +0000 2025,0,Sejak adanya Program Makan Bergizi Gratis (MBG) permintaan tempe di Aceh meningkat. Hal ini membuat perekonomian pengusaha dan pengerajin tempe meningkat https://t.co/tdZCAlIX8h,1991136417531961470,https://pbs.twimg.com/media/G6HwAs7bYAAtTN_.png,,in,,0,0,0,https://x.com/undefined/status/1991136417531961470,198440124,unknown,sejak adanya program makan bergizi gratis mbg permintaan tempe di aceh meningkat hal ini membuat perekonomian pengusaha dan pengerajin tempe meningkat,sejak ada program makan gizi gratis mbg minta tempe di aceh tingkat hal ini buat ekonomi usaha dan rajin tempe tingkat,2025-11-19 13:28:10+00:00
